name,name_tag,elev,wsun,kappa,beta,t,wsky
pano_agomcaehsdwgir,,0.47528,0.34779 0.32617 0.29091,0.04820,33.52377,17.00732,0.23354 0.23283 0.24025
pano_agomceuseitytk,,1.05646,0.61029 0.59537 0.59082,0.16225,0.82470,19.04434,0.79555 0.80447 0.79690
pano_agomlgfpahjcki,,1.16100,0.13501 0.13124 0.13123,0.12079,0.26045,16.09278,0.63951 0.61091 0.57477
pano_agomnoyjjpelho,,0.94893,0.21055 0.20315 0.19903,0.12169,0.56237,16.89366,0.70324 0.68131 0.64870
pano_agoopidacwmwco,,1.01681,0.10196 0.09924 0.09717,0.14229,1.11798,16.71820,0.61182 0.58662 0.55643
pano_agopyyqqoosawv,,0.48500,2.14706 2.04912 1.92445,0.15240,13.42312,21.27869,0.71911 0.76519 0.80417
pano_agoqexcoyhqrij,,0.93969,1.90878 1.82687 1.72325,0.15177,10.40885,20.96304,0.74346 0.78597 0.81905
pano_agoqshykttnuqx,,0.71934,0.06183 0.05961 0.05842,0.10652,0.40039,14.83688,0.56170 0.52187 0.48011
pano_agoqzxzdwyisrt,,0.36612,1.64948 1.56188 1.44382,0.09683,20.46331,20.25737,0.47363 0.50049 0.53130
pano_agorrdajgosfps,,0.47181,0.04791 0.04724 0.04644,0.18305,2.27418,16.56011,0.52670 0.49983 0.47289
pano_agouncszcmkwjo,,0.91235,2.14378 2.04428 1.91447,0.13702,16.03593,21.15624,0.64372 0.68595 0.72521
pano_agouqanthqjcva,,0.62574,0.06636 0.06425 0.06217,0.12677,1.53361,15.95566,0.52888 0.49916 0.46896
pano_agovunngrypgpv,,1.28690,1.18948 1.13861 1.07020,0.13482,10.15785,20.07778,0.66561 0.69228 0.71255
pano_agowxlnptaeizo,,1.12303,0.84678 0.81268 0.76496,0.13229,10.51357,19.70320,0.60402 0.62323 0.63880
pano_agpaxesdmtnqyg,,1.31988,0.37749 0.36275 0.35445,0.10445,0.63657,17.41918,0.66479 0.65450 0.63463
pano_agpazswzyaitvf,,0.60041,1.36264 1.29374 1.19617,0.08249,22.19061,19.73820,0.39448 0.41446 0.44055
pano_agpchycflqdxpo,,0.28798,0.97751 0.93096 0.86483,0.11806,13.43707,19.65227,0.60104 0.62083 0.63743
pano_agpckicplxlsjk,,1.22490,0.40790 0.38719 0.36548,0.09662,2.34102,17.65633,0.64663 0.63882 0.62353
pano_agpdmiyrkrpgpz,,1.13879,0.23210 0.22163 0.21337,0.09534,0.87988,16.66050,0.62148 0.60149 0.57504
pano_agpehgglvkvxbp,,0.96730,1.90534 1.81325 1.68927,0.12015,17.79773,20.75585,0.58315 0.61846 0.65329
pano_agpfgtquqbzepq,,1.28350,0.07105 0.06844 0.06704,0.10717,0.40214,15.09507,0.58453 0.54546 0.50326
pano_agpfltqocvngtx,,0.98805,0.69309 0.66797 0.62293,0.13691,30.21279,20.04990,0.36499 0.38213 0.40705
pano_agpfrlkshkfuhj,,0.29503,0.02035 0.02262 0.02469,0.88386,44.72448,21.28341,0.26350 0.27629 0.30189
pano_agphkhkmimango,,0.27608,0.84452 0.79774 0.72836,0.07028,25.67956,18.87420,0.33128 0.34226 0.36050
pano_agpinniwuprvkq,,0.87297,0.13195 0.14060 0.15804,0.48442,0.31483,20.23067,0.64831 0.66093 0.66558
pano_agpjfybeycvmzs,,0.84607,0.46118 0.44912 0.44418,0.15890,0.82784,18.66359,0.78318 0.78484 0.77083
pano_agpjxqrmkyvxxj,,0.44435,0.03556 0.03640 0.03558,0.45414,43.18991,18.64506,0.27474 0.27377 0.28246
pano_agpkcqmqmentwk,,0.50306,0.43045 0.40638 0.36937,0.08778,19.48345,18.20482,0.45247 0.45430 0.45875
pano_agpkeaqntqmsvr,,0.77662,0.27991 0.26725 0.25898,0.09577,0.54615,16.69660,0.67354 0.65349 0.62389
pano_agpkerxnbxzhuv,,0.15156,0.08797 0.09035 0.08878,0.47314,46.74425,20.33480,0.21414 0.22359 0.24478
pano_agpmrqbxmdwvxj,,0.95179,0.26015 0.25456 0.25968,0.14543,0.11890,16.99647,0.80221 0.78106 0.74212
pano_agppalfwpxltpy,,0.65795,0.17907 0.17279 0.17284,0.10844,0.12817,15.79975,0.72622 0.69253 0.64642
pano_agppashpqvhadi,,0.16441,0.04597 0.04749 0.04706,0.53022,44.64116,19.57314,0.26212 0.26676 0.28197
pano_agppbahgipnrys,,0.63941,2.37530 2.26391 2.12319,0.14828,14.27404,21.38690,0.71570 0.76398 0.80572
pano_agpqahbkoczsio,,0.58066,0.39391 0.38170 0.36071,0.15784,15.26269,19.34235,0.50373 0.51343 0.52433
pano_agpqofiadhwret,,1.35239,0.19066 0.18207 0.17475,0.10465,0.93509,16.59620,0.66507 0.64046 0.60777
pano_agpqpkdevhxxdq,,1.15823,0.02606 0.02980 0.03577,0.86199,2.51052,22.07493,0.47048 0.48844 0.51086
pano_agprthtrtcmrzq,,0.27065,0.42397 0.42793 0.42983,0.36614,13.42999,21.62008,0.53377 0.56461 0.59808
pano_agpsljszzxwjtw,,0.83074,1.82736 1.73797 1.61771,0.11440,17.84140,20.61160,0.55891 0.59198 0.62552
pano_agptessxwvtgle,,1.05023,0.50589 0.48732 0.46341,0.11262,7.21701,18.79672,0.49684 0.50417 0.51172
pano_agptixubozqdve,,0.17931,2.14954 2.04824 1.91821,0.14032,14.40036,21.13588,0.68310 0.72662 0.76498
pano_agptnbytmbbgwf,,0.12812,0.05650 0.06148 0.06556,0.79635,45.03968,22.25164,0.24464 0.26296 0.29518
pano_agpttvmxzuipjr,,0.10315,0.08517 0.08735 0.08674,0.40156,39.19447,19.96199,0.26698 0.27433 0.29182
pano_agpttyhhxhxuak,,1.12511,0.71735 0.68976 0.65170,0.13900,8.77195,19.54675,0.62585 0.64226 0.65373
pano_agptzmjvgisqzk,,0.24681,0.01317 0.01506 0.01700,0.94720,46.75994,21.59597,0.23600 0.25042 0.27891
pano_agpuzwhdmpawuv,,0.58747,0.03265 0.03437 0.03403,0.68865,49.49291,19.90235,0.15685 0.16336 0.18178
pano_agpvsitglsyazo,,1.09024,0.15129 0.14538 0.14339,0.10529,0.22917,15.73917,0.68426 0.65016 0.60659
pano_agpysxgkeqxnue,,0.93890,0.78080 0.74755 0.70643,0.13183,5.59093,19.34309,0.70099 0.71589 0.72145
pano_agpzhsdqjhuwrj,,0.62896,1.46344 1.39280 1.29406,0.10853,17.99181,20.19826,0.52821 0.55506 0.58309
pano_agpznturphpgpy,,0.14213,0.01445 0.01639 0.01792,0.94296,49.53833,21.34920,0.15482 0.16658 0.19229
pano_agqahqakcjretm,,1.13816,0.10460 0.10082 0.09689,0.11845,1.85603,16.47446,0.54901 0.52482 0.49878
pano_agqajgsffckluz,,0.81041,1.16517 1.11886 1.07161,0.13894,3.09502,19.76159,0.78580 0.80949 0.81870
pano_agqaufprsyptmc,,0.39429,0.06222 0.06568 0.06757,0.68053,41.00761,21.27277,0.32776 0.34281 0.36897
pano_agqbbafnicetdf,,0.56393,0.04718 0.04991 0.05232,0.61523,22.58467,20.63556,0.39885 0.40746 0.42333
pano_agqbmsubnwulob,,1.02710,0.24845 0.23491 0.21501,0.09005,12.12533,17.41007,0.47862 0.47056 0.46371
pano_agqdglphpnomat,,0.91084,0.84661 0.81163 0.76128,0.12267,13.87250,19.70252,0.52073 0.53933 0.55849
pano_agqepsputiqlah,,0.21916,0.15241 0.15192 0.15446,0.20577,0.79965,18.04701,0.64092 0.63053 0.61278
pano_agqfphwetorbly,,0.62137,0.10267 0.10115 0.10122,0.16554,0.79748,17.00622,0.59069 0.56971 0.54426
pano_agqiehukbvxfpd,,1.24439,1.26525 1.20295 1.11382,0.09378,19.09728,19.73293,0.46956 0.49055 0.51465
pano_agqivuytzktyho,,0.85248,0.36974 0.35969 0.34913,0.15802,2.99572,18.83385,0.65642 0.65973 0.65548
pano_agqkzumputqvdv,,1.20694,0.31584 0.29937 0.28634,0.09648,0.65129,16.72682,0.75072 0.72786 0.69181
pano_agqlxmnhkvevgt,,1.05223,0.12441 0.12043 0.11215,0.13304,23.84384,17.65192,0.34875 0.34329 0.34407
pano_agqncfxqvpodzd,,1.07606,0.13735 0.14202 0.15019,0.34967,1.70109,19.72910,0.54919 0.55595 0.56064
pano_agqnckugwmkcic,,0.32291,0.35182 0.33821 0.31553,0.11971,17.80569,18.68900,0.42813 0.43276 0.44113
pano_agqnxhaukqbxzr,,1.13160,0.15451 0.15280 0.14979,0.20838,5.67221,18.66752,0.54234 0.53947 0.53537
pano_agqpnvhbrgnpfc,,0.19230,0.07838 0.07652 0.07226,0.15173,18.06265,17.24208,0.36126 0.35095 0.34642
pano_agqqrqdbwhgszs,,0.69349,0.72883 0.69767 0.65600,0.12831,7.69963,19.29636,0.65356 0.66761 0.67502
pano_agqrrqhfvlxgan,,0.58687,1.96996 1.87197 1.74520,0.13119,15.22394,20.90960,0.64985 0.68901 0.72450
pano_agqtxupglddkpc,,0.61256,0.06075 0.06334 0.06730,0.39724,1.83504,19.07706,0.53092 0.52679 0.52167
pano_agqvzdfbmmjmds,,1.05727,0.39863 0.37965 0.35272,0.10511,9.44259,18.26081,0.54536 0.54563 0.54420
pano_agqwjtnjbppazc,,0.36981,0.04322 0.04693 0.05233,0.57101,3.41544,20.38493,0.39085 0.39674 0.40798
pano_agqwssyomdkfws,,1.19265,0.02761 0.03061 0.03452,0.78077,12.95120,21.26798,0.35829 0.36924 0.38870
pano_agqyifqyzqtddg,,0.64239,1.35941 1.29404 1.20137,0.09605,19.15751,19.90981,0.46444 0.48722 0.51352
pano_agqymlxaoueubu,,0.51884,1.01567 0.96621 0.89549,0.08979,18.43886,19.41961,0.42702 0.44363 0.46456
pano_agqyydvvjenltm,,1.46582,0.04026 0.04061 0.04052,0.25278,7.11852,17.56586,0.40230 0.38866 0.37960
pano_agraztejxkoyqm,,0.93797,1.12367 1.11189 1.14071,0.21212,0.36339,20.41712,0.87903 0.91057 0.91999
pano_agrbsyzupudlse,,1.11272,0.02564 0.02805 0.03045,0.81721,33.65683,20.95278,0.33956 0.35058 0.37183
pano_agrdcfgqatyoxv,,0.97155,0.40087 0.38059 0.34973,0.09894,14.66701,18.24279,0.49673 0.49782 0.49958
pano_agreibglsxbjhx,,0.69712,0.71813 0.68216 0.63043,0.10153,13.94713,19.00885,0.52838 0.53991 0.55107
pano_agrenbyzdmogjd,,0.93482,0.73621 0.69952 0.64670,0.10572,12.99612,19.05015,0.56934 0.58126 0.59093
pano_agrfhvbspmgtvu,,1.25868,0.35302 0.33781 0.31919,0.11621,4.30351,18.13210,0.61614 0.61265 0.60370
pano_agrhnenzovufqz,,1.21769,0.40050 0.39412 0.38821,0.18002,3.52705,19.35314,0.59728 0.60739 0.61309
pano_agrhohurissbgs,,0.53349,0.15910 0.16714 0.17615,0.52674,14.01009,21.80964,0.43418 0.45748 0.48744
pano_agrimqujovatuq,,0.37951,0.15667 0.15354 0.15068,0.16789,2.05509,17.85642,0.61363 0.60166 0.58437
pano_agrjgraxkiwhns,,0.48060,1.95980 1.87983 1.78816,0.16073,7.16477,21.08034,0.79006 0.83504 0.86752
pano_agrlxjqpobcqhu,,0.57154,0.01552 0.01784 0.02005,0.96208,48.97924,21.94731,0.19648 0.21306 0.24505
pano_agrmktdfrnzrix,,0.62150,0.01821 0.02015 0.02152,0.90744,48.90097,20.75673,0.20674 0.21802 0.24289
pano_agrnbrhcmruvln,,0.27773,0.10213 0.11018 0.11795,0.76723,37.09728,22.76816,0.32807 0.35508 0.39536
pano_agrnhvkkekewjn,,1.14071,0.26035 0.25941 0.25808,0.23267,4.99358,19.56141,0.56375 0.57266 0.57941
pano_agrofxejvimqjt,,0.49242,1.34399 1.27659 1.18290,0.10473,16.87734,19.95982,0.53720 0.56164 0.58650
pano_agrpmsmuynflth,,0.61848,0.46331 0.43423 0.38965,0.05436,26.32997,17.45945,0.30876 0.30955 0.31709
pano_agrpuldafhsnmx,,0.38691,0.91326 0.86859 0.80429,0.09446,16.07569,19.25163,0.48081 0.49602 0.51313
pano_agrqhsqwsyttef,,0.65673,0.45041 0.42533 0.38840,0.09744,15.03315,18.36607,0.52515 0.52726 0.52903
pano_agrqpdrcbpfvuh,,1.14841,2.16531 2.06669 1.93862,0.14054,14.40531,21.13328,0.68500 0.72855 0.76667
pano_agrreqwkkxnmhj,,0.67106,0.75103 0.71128 0.65205,0.07623,21.31512,18.74323,0.38145 0.39135 0.40666
pano_agrrwznbsgfjai,,1.25830,0.02629 0.02960 0.03419,0.84964,10.26569,21.81825,0.40034 0.41603 0.43964
pano_agrscovsmeryzs,,0.61059,0.06150 0.06953 0.08135,0.85231,7.69777,23.40104,0.44474 0.47721 0.51804
pano_agrskaiuzkzlmp,,1.16506,0.12189 0.11826 0.11592,0.12812,0.85128,16.59580,0.60419 0.57970 0.55022
pano_agrtuuupzgpvjn,,0.57719,0.09951 0.10991 0.12291,0.83877,23.75924,23.54622,0.40706 0.44359 0.49207
pano_agrtxzimttqunk,,0.33163,0.96156 0.91593 0.85078,0.10776,16.70862,19.66296,0.49516 0.51378 0.53425
pano_agruienowprkct,,0.32771,0.04721 0.04964 0.05054,0.69204,43.16526,20.61263,0.32736 0.33831 0.35998
pano_agrusfazrpaywe,,1.38729,0.36067 0.35203 0.34751,0.15270,1.25389,18.50453,0.67178 0.67157 0.66215
pano_agruworjlaqujn,,1.02281,0.32784 0.32235 0.32650,0.16232,0.36551,18.09754,0.73080 0.72525 0.70624
pano_agrvkserkdfcik,,1.12758,0.11084 0.10766 0.10468,0.14527,1.57038,16.95407,0.60882 0.58581 0.55821
pano_agrxjiernvneux,,0.23453,0.28493 0.26985 0.25098,0.09124,5.13950,17.41193,0.55046 0.54055 0.52833
pano_agryeoibgqiigu,,1.09897,0.15039 0.14710 0.14383,0.16402,2.23753,17.76328,0.60620 0.59315 0.57527
pano_agrzeobknvicdi,,0.47284,0.19524 0.21844 0.25735,0.84886,3.27779,24.39475,0.57670 0.63403 0.69614
pano_agsaecohjlwsky,,0.91776,0.01853 0.01955 0.01986,0.69114,43.49093,19.19167,0.30109 0.30106 0.31114
pano_agsbuhvmgfizew,,0.52009,0.16321 0.15728 0.14881,0.11411,7.07784,17.42772,0.45469 0.44502 0.43723
pano_agscmgmmkhcqox,,0.85884,2.01394 1.91997 1.79570,0.13057,16.07006,20.95922,0.62675 0.66590 0.70254
pano_agsdzeeqmuysrn,,1.17222,0.27226 0.26407 0.25915,0.13123,0.97658,17.72541,0.65589 0.64587 0.62741
pano_agsgpcxnqrhjdo,,0.77986,1.03243 1.01522 0.99405,0.23037,10.62743,21.41729,0.57642 0.61312 0.64978
pano_agsijgonbhnohu,,0.80828,2.09379 1.99062 1.85539,0.12454,17.72458,20.98241,0.59728 0.63604 0.67412
pano_agsisetzvbqure,,0.88043,0.11205 0.12053 0.13171,0.62056,9.36436,22.08016,0.42691 0.45002 0.47994
pano_agsjqecrteepmm,,0.85598,0.75249 0.71664 0.66632,0.11620,11.28173,19.25401,0.59775 0.61170 0.62216
pano_agskuwiblybvfl,,0.27820,0.20840 0.20494 0.19218,0.20441,44.07612,19.58705,0.22619 0.23401 0.25242
pano_agslcqxmdcidlm,,1.33817,0.10394 0.10380 0.10617,0.19090,0.62338,17.33525,0.56432 0.54807 0.52810
pano_agsnlgptmxbrrm,,0.81720,0.05835 0.05827 0.05720,0.22649,8.74675,17.77458,0.43549 0.42348 0.41494
pano_agsowdwzjfmley,,1.32124,0.98019 0.93364 0.86653,0.10206,15.82962,19.47564,0.50916 0.52683 0.54543
pano_agstcchybeuaig,,0.77499,0.04203 0.04590 0.05080,0.73347,11.87874,21.49899,0.41514 0.42943 0.45063
pano_agstloahnqgumk,,0.43346,1.51965 1.45194 1.36272,0.13709,12.33698,20.56621,0.64857 0.68218 0.71124
pano_agsvrwujquzvov,,0.49701,0.05081 0.05103 0.05158,0.22208,1.97426,17.18472,0.48721 0.46835 0.45032
pano_agswgravvhmiqy,,1.07412,0.09257 0.08985 0.09121,0.11057,0.06490,14.50313,0.67435 0.62852 0.57409
pano_agsygsvlqpiauw,,0.20175,1.17301 1.11795 1.03746,0.10999,22.20750,20.12722,0.44816 0.47073 0.49797
pano_agsytmvjbeqxch,,0.61537,0.69610 0.66325 0.61435,0.10882,14.85610,19.14248,0.53037 0.54256 0.55444
pano_agszlwgzqxsglf,,0.76317,0.05383 0.06191 0.07308,0.93721,23.65123,24.00130,0.39293 0.43217 0.48536
pano_agszptjpiyqxcc,,0.35005,0.89221 0.84651 0.77874,0.08066,21.01726,19.05805,0.39987 0.41287 0.43092
pano_agszthafmmjzck,,0.54023,0.31255 0.29557 0.27235,0.09216,8.05999,17.59387,0.54674 0.53942 0.53018
pano_agtarufnlbczwr,,0.46166,0.01422 0.01598 0.01720,0.94430,49.60295,20.94649,0.17582 0.18768 0.21377
pano_agtcprqzczfctn,,0.70280,1.14090 1.08197 0.99952,0.09458,16.92057,19.54686,0.49564 0.51496 0.53601
pano_agtcxhtwawtzwq,,0.46615,0.26735 0.25129 0.22536,0.06727,27.68105,17.20864,0.31659 0.31322 0.31651
pano_agtddpqekmoiah,,0.74799,0.79066 0.75722 0.71104,0.12989,10.04275,19.56432,0.60898 0.62634 0.63976
pano_agtduuofdmilqz,,1.02864,0.91069 0.86394 0.79532,0.09434,17.99334,19.25337,0.49270 0.50767 0.52421
pano_agtfhsjtapxzhp,,1.52397,2.34792 2.23754 2.09398,0.14146,16.89314,21.35708,0.66647 0.71223 0.75424
pano_agtgeltwcoiuja,,0.76068,0.06142 0.06455 0.06879,0.46653,3.63966,19.84676,0.50056 0.50308 0.50669
pano_agtgfludafablc,,0.94442,2.46641 2.40378 2.38175,0.23648,2.10945,22.32506,0.91622 0.98086 1.02522
pano_agtghtuipcphle,,0.25496,1.27220 1.21460 1.13528,0.12906,13.06784,20.19467,0.62766 0.65529 0.67892
pano_agtgsqkykvwelb,,1.01002,0.35764 0.35582 0.37224,0.18993,0.10007,18.08632,0.82948 0.82362 0.79740
pano_agthejgocwcldl,,1.10227,0.04756 0.05263 0.06167,0.62702,0.51429,20.39778,0.46935 0.47734 0.48653
pano_agthnzuvwufcue,,0.36386,0.31357 0.30287 0.28041,0.13066,36.49029,19.09950,0.27749 0.28458 0.30074
pano_agtigkxlvtkggz,,0.65917,0.02123 0.02234 0.02408,0.42327,1.04542,17.78130,0.49621 0.47694 0.45850
pano_agtjavmlzaebav,,0.38651,0.18072 0.20124 0.23766,0.79031,1.19677,23.46844,0.62036 0.66946 0.71761
pano_agtkcprmclpzsp,,0.15692,0.52545 0.50558 0.47957,0.13556,6.26499,19.05154,0.62808 0.63686 0.64007
pano_agtlposotyokcs,,0.99798,0.10651 0.11872 0.14465,0.68636,0.06353,20.96284,0.70061 0.72286 0.73361
pano_agtnqbkcrypokg,,0.84486,0.13026 0.13009 0.12820,0.19908,10.68775,18.63394,0.38250 0.38220 0.38688
pano_agtpkwmnvzsdbq,,0.91938,0.79383 0.75468 0.69886,0.11078,12.07055,19.17247,0.60427 0.61795 0.62776
pano_agtpxwbpbzrekl,,0.68885,0.95869 0.91636 0.85596,0.10064,16.63983,19.57330,0.43900 0.45652 0.47799
pano_agtqkecgkthzly,,1.25465,0.17554 0.17585 0.17757,0.23294,2.44349,18.93844,0.56688 0.56728 0.56465
pano_agtqydbqtzxfmg,,0.36314,0.70618 0.71090 0.72162,0.35048,5.68556,21.86362,0.66978 0.71156 0.74851
pano_agtrgxwyovmfhj,,0.77940,0.03094 0.03391 0.03694,0.74098,32.85716,21.13357,0.26652 0.27674 0.29803
pano_agtrtohrkdbpqs,,0.69790,0.10147 0.10129 0.10405,0.19837,0.38946,17.18227,0.63595 0.61541 0.58761
pano_agtsadrrcwjqhm,,0.88815,0.61767 0.58647 0.53940,0.08695,18.26291,18.66711,0.42996 0.43810 0.44977
pano_agtsftqurxvejn,,0.57279,0.29078 0.27882 0.26623,0.10688,2.57637,17.62117,0.57186 0.56379 0.55192
pano_agtsxiaivylpkh,,0.77459,0.03815 0.04055 0.04238,0.61075,33.23446,20.46611,0.29378 0.30067 0.31751
pano_agtszhgqsaahpz,,1.00683,0.35135 0.33972 0.33200,0.13446,0.96036,17.99306,0.72788 0.72056 0.70093
pano_agttnlettlzszw,,1.11292,0.04282 0.04124 0.04005,0.10893,0.60313,14.51287,0.53193 0.48939 0.44708
pano_agtucmfxiwgwet,,0.55944,0.23583 0.24826 0.27660,0.43299,0.22191,20.41982,0.72121 0.74069 0.74764
pano_agtvlqjwaoirpw,,0.78522,0.07900 0.08276 0.08898,0.41976,1.42866,19.55450,0.54695 0.54847 0.54811
pano_agtvvqgflwglpl,,1.16429,0.23754 0.22388 0.21096,0.07421,1.33705,16.31601,0.57088 0.54996 0.52523
pano_agtxjbokfmmpho,,0.67708,0.19511 0.19094 0.18295,0.17894,11.10548,18.69625,0.50002 0.49999 0.50087
pano_agtxsiwkyjgcyq,,0.59130,0.22275 0.22363 0.22740,0.25067,1.80027,19.30150,0.63702 0.64186 0.64011
pano_aguadvbkblgxml,,1.13309,0.09520 0.09540 0.09681,0.22693,1.36248,17.91985,0.57416 0.56115 0.54473
pano_aguafwardhqsfw,,1.22297,0.53130 0.51676 0.50402,0.16210,2.25239,19.20173,0.71724 0.72682 0.72539
pano_aguchdjcsapjcs,,0.77059,0.17722 0.16965 0.16650,0.10027,0.24650,15.79616,0.68654 0.65417 0.61207
pano_agucnluodbblgg,,0.61261,1.94467 1.85363 1.73594,0.13788,13.14432,20.89030,0.68917 0.72948 0.76376
pano_agucqpohddzyio,,0.59735,0.12766 0.12639 0.12256,0.21123,12.83033,18.66928,0.44746 0.44562 0.44696
pano_agudfnwvhwztkh,,0.46303,0.91425 0.87489 0.81991,0.12820,10.79769,19.68186,0.62283 0.64272 0.65810
pano_agudjmwtfevqxv,,0.67346,0.59761 0.56822 0.52254,0.07439,21.85139,18.45881,0.34478 0.35178 0.36502
pano_aguerktjenrxqo,,0.82870,0.84194 0.80488 0.75759,0.12910,6.49942,19.38494,0.69580 0.71197 0.71924
pano_aguffvjehbhstx,,0.41636,1.41524 1.34744 1.25708,0.12020,12.61399,20.15880,0.62262 0.65121 0.67609
pano_agufxfiayesuyc,,0.66486,1.01274 0.96714 0.90492,0.12931,10.85601,19.83525,0.63781 0.66021 0.67760
pano_agufxwuqslxspc,,0.91549,1.33264 1.27240 1.18943,0.12544,12.83123,20.15377,0.63209 0.66001 0.68358
pano_aguhrebiijoiwc,,1.23454,0.57241 0.54733 0.51881,0.11981,3.49201,18.63714,0.69440 0.69884 0.69366
pano_aguikfwprcyngo,,1.12802,0.08894 0.08816 0.08824,0.18879,1.31900,17.33271,0.56442 0.54619 0.52509
pano_aguirxdpvqbxbv,,0.26670,0.05649 0.06318 0.07325,0.79393,4.30748,22.51762,0.47632 0.50174 0.53226
pano_aguizhaassqcov,,0.87775,0.04119 0.04268 0.04514,0.34840,1.25744,18.06068,0.51241 0.49843 0.48409
pano_agujcmfldxqlyl,,1.39989,0.15075 0.14575 0.14652,0.10739,0.10798,15.52390,0.69670 0.66087 0.61430
pano_agujigbdqvdzlu,,0.29615,0.02938 0.03087 0.03033,0.80542,49.69712,19.63671,0.20042 0.20853 0.22973
pano_agujzzanrngqns,,0.92033,0.03503 0.03684 0.03834,0.51425,17.43860,19.48236,0.37442 0.37413 0.38059
pano_agukitehiagzer,,1.21543,0.76418 0.72858 0.69351,0.10630,2.27933,18.61005,0.70338 0.71000 0.70595
pano_aguloxechncfna,,0.32562,0.02718 0.02985 0.03170,0.91875,48.58991,21.20789,0.26906 0.28612 0.31769
pano_agumswgoagraij,,0.70165,0.05546 0.05852 0.05969,0.68017,45.18963,21.05334,0.27584 0.28864 0.31350
pano_agunmtjigkufkw,,0.12435,0.05927 0.06217 0.06657,0.43379,1.81142,19.38059,0.54185 0.53972 0.53627
pano_aguoztzhbpqmux,,0.37655,1.20467 1.14899 1.07039,0.10964,15.90455,19.91569,0.52399 0.54709 0.57098
pano_agupltmbwpucif,,0.94111,1.98034 1.88594 1.75987,0.12431,17.18050,20.86044,0.60211 0.63933 0.67524
pano_aguqfousniadjm,,0.46398,0.01726 0.01896 0.02082,0.75719,23.40188,20.45052,0.31759 0.32182 0.33533
pano_aguqiubmwhqqun,,0.42228,0.40987 0.40456 0.39450,0.22378,10.89365,20.19147,0.53801 0.55559 0.57334
pano_aguqtofhvfrfjd,,0.40427,0.20351 0.19821 0.18618,0.14237,27.53548,18.59359,0.32652 0.32890 0.33850
pano_agurjtzvbmnipf,,0.32874,1.08035 1.02069 0.93703,0.08141,21.13005,19.37239,0.40559 0.42182 0.44337
pano_agurmbpmqlahrp,,1.15738,0.06862 0.06736 0.06906,0.11976,0.10095,14.79125,0.55248 0.51573 0.47596
pano_agurmwsdjedywe,,0.96626,0.04827 0.04843 0.04921,0.20598,1.24963,16.80667,0.48164 0.46036 0.43991
pano_agurszcgpmsdfn,,0.94713,1.34154 1.27738 1.18789,0.11226,15.25488,20.02277,0.57569 0.60143 0.62572
pano_agutykvxgeandl,,1.01643,0.14306 0.14251 0.15102,0.17221,0.03707,16.10527,0.76221 0.73088 0.68386
pano_aguuqtsivgoknz,,0.84147,0.23030 0.24531 0.27536,0.52099,0.41801,21.32704,0.71201 0.74065 0.75863
pano_aguwwlubhedtje,,0.91973,0.05396 0.05586 0.05786,0.38050,5.90479,19.08956,0.45616 0.45266 0.45201
pano_aguxigrskiusya,,0.48018,0.17374 0.16921 0.15714,0.14417,39.67316,18.53010,0.24416 0.24684 0.25875
pano_aguxtnnriuuzwc,,0.07704,0.19998 0.21513 0.23793,0.61001,5.26792,22.57075,0.46204 0.49386 0.53156
pano_aguyaewhvgudps,,1.24233,0.12961 0.12231 0.11655,0.06204,0.60432,14.60303,0.47887 0.44873 0.41893
pano_aguyyrccwwxufq,,0.89708,0.10858 0.10832 0.11155,0.19311,0.31918,17.11702,0.64399 0.62313 0.59444
pano_aguzymbwmjzqzx,,1.41242,0.07314 0.07397 0.07737,0.23224,0.34636,17.18042,0.59388 0.57326 0.54754
pano_agvabxzxclhudc,,0.15689,0.01780 0.01906 0.01893,0.83998,49.91196,19.18954,0.12490 0.13045 0.14767
pano_agvahnsxwzugqx,,0.47285,0.03946 0.04555 0.05379,0.94018,27.07735,23.76329,0.35866 0.39225 0.44008
pano_agvbjwjlyvkeon,,0.59185,0.10981 0.10979 0.10680,0.22724,23.82535,18.90832,0.32981 0.33126 0.34004
pano_agvdxvcxqmtdmj,,1.18368,0.73181 0.73361 0.75464,0.27471,0.98684,20.82309,0.80126 0.83353 0.84987
pano_agveevlttncsfb,,0.54755,0.02108 0.02367 0.02597,0.92672,48.08545,21.59744,0.22288 0.23833 0.26819
pano_agvfkeligullef,,0.31842,0.24389 0.25561 0.27473,0.46534,2.59213,21.44221,0.58040 0.60760 0.63297
pano_agvfuhaongrkgp,,0.52009,0.36642 0.37899 0.40826,0.38681,0.56211,20.87763,0.74304 0.76992 0.78413
pano_agvglfnajfkhjk,,0.30759,0.04453 0.05093 0.06054,0.87132,7.07187,23.25488,0.41123 0.43966 0.47722
pano_agvgqkuhnifeaf,,0.80822,0.13574 0.13338 0.12722,0.15999,20.85741,18.29358,0.33702 0.33585 0.34130
pano_agvhorcnldlait,,0.48168,0.78605 0.74417 0.68289,0.07724,19.05783,18.74079,0.40907 0.41943 0.43413
pano_agvisvwhzopszh,,0.77919,0.56094 0.53276 0.49964,0.10861,4.10103,18.45187,0.68444 0.68627 0.67913
pano_agvjauxxveeghz,,0.69687,0.06887 0.06861 0.06824,0.21748,3.15923,17.65946,0.51816 0.50273 0.48703
pano_agvmdfrohqshkj,,0.25880,0.01504 0.01908 0.02636,0.98810,3.10006,25.10408,0.41823 0.46332 0.52204
